OnsetTime1,TimeStamp1,Text1,Language1,Speaker1,OnesetTime2,TimeStamp2,Text2,Language2,Speaker2,Absolute_onset_time_difference,TimeStamp_difference,Text_difference_word_count,text_difference,language_difference,Speaker_difference
12:31,12:31 - 12:34,小狗已经得到了一些好吃的和好玩的,zh,SPEAKER_07,12:31,12:31 - 12:34,小狗已经得到了一些好吃的和好玩的,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
12:34,12:34 - 12:35,,,,12:34,12:34 - 12:35,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:35,12:35 - 12:36,讓我們繼續,zh,SPEAKER_07,12:35,12:35 - 12:36,讓我們繼續吧,zh,Speaker 1 System,No difference,00:00:00,1,TRUE,FALSE,TRUE
12:36,12:36 - 12:40,"去吧,這樣小狗就可以得到更多了",zh,SPEAKER_07,12:36,12:36 - 12:40,"speaker 1: 這樣小狗就可以得到更多了
speaker 2: 这个飞盘",zh,Speaker 5 Multiple Speakers,No difference,00:00:00,4,TRUE,FALSE,TRUE
12:40,12:40 - 12:41,,,,12:40,12:40 - 12:41,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:41,12:41 - 12:42,飛盤他忍住沒有玩,zh,SPEAKER_07,12:41,12:41 - 12:42,飛盤他忍住沒有玩,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
12:42,12:42 - 12:44,,,,12:42,12:42 - 12:44,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:44,12:44 - 12:47,小狗说他要一条something,zh,SPEAKER_07,12:44,12:44 - 12:47,小狗说他要一条something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
12:47,12:47 - 12:49,一条鱼,zh,SPEAKER_08,12:47,12:47 - 12:49,一条鱼,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
12:49,12:49 - 12:50,,,,12:49,12:49 - 12:50,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:50,12:50 - 12:52,一條熊貓 一條凳子 一條魚,zh,SPEAKER_04,12:50,12:50 - 12:52,一條熊貓 一條凳子 一條魚,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
12:52,12:52 - 12:57,,,,12:52,12:52 - 12:57,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:57,12:57 - 12:59,小狗说他要一只something,zh,SPEAKER_07,12:57,12:57 - 12:59,小狗说他要一只something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
12:59,12:59 - 13:01,一只香蕉 一只狗,zh,SPEAKER_08,12:59,12:59 - 13:01,一只香蕉 一只狗,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
13:01,13:01 - 13:02,,,,13:01,13:01 - 13:02,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
13:02,13:02 - 13:04,一只人 和一只狗,zh,SPEAKER_08,13:02,13:02 - 13:04,一只人 和一只狗,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
13:04,13:04 - 13:08,,,,13:04,13:04 - 13:08,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
13:08,13:08 - 13:10,小狗说他要一张something,zh,SPEAKER_07,13:08,13:08 - 13:10,小狗说他要一张something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
13:10,13:10 - 13:11,,,,13:10,13:10 - 13:11,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
13:11,13:11 - 13:12,Yi zhouan,en,SPEAKER_08,13:11,13:11 - 13:12,一张,zh,Speaker 2 Child,No difference,00:00:00,4,TRUE,TRUE,TRUE
13:12,13:12 - 13:12,Sincerely appreciate you for the mole,en,SPEAKER_08,13:12,13:12 - 13:12,,,,No difference,00:00:00,6,TRUE,FALSE,FALSE
13:12,13:12 - 13:13,You fool,en,SPEAKER_08,13:12,13:12 - 13:13,衣服,zh,Speaker 2 Child,No difference,00:00:00,4,TRUE,TRUE,TRUE
13:13,13:13 - 13:14,,,,13:13,13:13 - 13:14,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
13:14,13:14 - 13:15,一张桌子,zh,SPEAKER_08,13:14,13:14 - 13:15,一张桌子,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
13:15,13:15 - 13:16,一張書庫,zh,SPEAKER_08,13:15,13:15 - 13:16,一張书柜,zh,Speaker 1 System,No difference,00:00:00,0,TRUE,FALSE,TRUE
13:16,13:16 - 13:22,,,,13:16,13:16 - 13:22,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
13:22,13:22 - 13:25,(speaking in foreign language),en,SPEAKER_07,13:22,13:22 - 13:25,小狗说他要一块something,en + zh,Speaker 1 System,No difference,00:00:00,10,TRUE,TRUE,TRUE
13:25,13:25 - 13:30,,,,13:25,13:25 - 13:30,一块,zh,Speaker 2 Child,No difference,00:00:00,2,TRUE,TRUE,TRUE
13:30,13:30 - 13:33,小狗说他要一辆something,zh,SPEAKER_07,13:30,13:30 - 13:33,小狗说他要一辆something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
13:33,13:33 - 13:36,"一輛船,一輛熊貓,一輛自行車",zh,SPEAKER_08,13:33,13:33 - 13:36,"一輛船,一輛熊貓,一輛自行車",zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
13:36,13:36 - 13:42,,,,13:36,13:36 - 13:42,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
13:42,13:42 - 13:44,是一辆自行车还是什么呢,zh,SPEAKER_08,13:42,13:42 - 13:44,是一辆自行车还是船呢,zh,Speaker 2 Child,No difference,00:00:00,1,TRUE,FALSE,TRUE
13:44,13:44 - 13:49,,,,13:44,13:44 - 13:49,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
13:49,13:49 - 13:51,小狗说他要一辆something。,zh,SPEAKER_07,13:49,13:49 - 13:51,小狗说他要一辆something。,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
13:51,13:51 - 13:52,,,,13:51,13:51 - 13:52,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
13:52,13:52 - 13:52,不要喘,zh,SPEAKER_08,13:52,13:52 - 13:52,一辆船,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
13:52,13:52 - 14:00,,,,13:52,13:52 - 14:00,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:00,14:00 - 14:02,小狗说它要一根something,zh,SPEAKER_07,14:00,14:00 - 14:02,小狗说它要一根something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
14:02,14:02 - 14:04,一根香蕉一根,zh,SPEAKER_08,14:02,14:02 - 14:04,一根香蕉一根,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
14:04,14:04 - 14:05,除一根苹果,zh,SPEAKER_08,14:04,14:04 - 14:05,书一根苹果,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
14:05,14:05 - 14:06,,,,14:05,14:05 - 14:06,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:06,14:06 - 14:07,跟香蕉,zh,SPEAKER_08,14:06,14:06 - 14:10,一根香蕉,zh,Speaker 2 Child,No difference,00:00:03,1,TRUE,FALSE,TRUE
14:07,14:07 - 14:10,,,,14:10,14:10 - 14:10,我想吃香蕉了,zh,Speaker 2 Child,00:03,00:00:03,6,TRUE,TRUE,TRUE
14:10,14:10 - 14:13,小狗说他要一台something,zh,SPEAKER_07,14:10,14:10 - 14:13,小狗说他要一台something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
14:13,14:13 - 14:14,,,,14:13,14:13 - 14:14,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:14,14:14 - 14:17,一台帽子 一台桌子 一台电视,zh,SPEAKER_08,14:14,14:14 - 14:17,一台帽子 一台桌子 一台电视,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
14:17,14:17 - 14:21,,,,14:17,14:17 - 14:21,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:21,14:21 - 14:23,小狗说他要一把something,zh,SPEAKER_07,14:21,14:21 - 14:23,小狗说他要一把something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
14:23,14:23 - 14:24,,,,14:23,14:23 - 14:24,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:24,14:24 - 14:25,100高,zh,SPEAKER_08,14:24,14:24 - 14:25,一把刀,zh,Speaker 2 Child,No difference,00:00:00,2,TRUE,FALSE,TRUE
14:25,14:25 - 14:27,,,,14:25,14:25 - 14:27,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:27,14:27 - 14:31,"恭喜小朋友,你已经完成所有的中文游戏了",zh,SPEAKER_07,14:27,14:27 - 14:31,"恭喜小朋友,你已经完成所有的中文游戏了",zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
14:31,14:31 - 14:34,现在小狗可以开始玩这些玩具了,zh,SPEAKER_07,14:31,14:31 - 14:34,现在小狗可以开始玩这些玩具了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
14:34,14:34 - 14:35,你做的真棒,zh,SPEAKER_07,14:34,14:34 - 14:35,你做的真棒,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
14:35,14:35 - 14:39,,,,14:35,14:35 - 14:39,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:39,14:39 - 14:40,No short quotes any longer.,en,SPEAKER_08,14:39,14:39 - 14:40,那小狗怎么,zh,Speaker 2 Child,No difference,00:00:00,10,TRUE,TRUE,TRUE
14:40,14:40 - 14:41,,,,14:40,14:40 - 14:41,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:41,14:41 - 14:42,接着玩吧,zh,SPEAKER_08,14:41,14:41 - 14:42,不接着玩了,zh,Speaker 2 Child,No difference,00:00:00,1,TRUE,FALSE,TRUE
14:42,14:42 - 14:44,,,,14:42,14:42 - 14:44,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:44,14:44 - 14:45,想拿胡椒罐,zh,SPEAKER_02,14:44,14:44 - 14:45,想拿回家玩吧,zh,Speaker 3 Parent,No difference,00:00:00,1,TRUE,FALSE,TRUE
14:45,14:45 - 14:48,,,,14:45,14:45 - 14:48,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:48,14:48 - 14:49,"Yes, yes, yes, certainly.",en,SPEAKER_02,14:48,14:48 - 14:49,"speaker 2: 这是什么
speaker 3: yes，选yes然后submit",en + zh,Speaker 5 Multiple Speakers,No difference,00:00:00,8,TRUE,TRUE,TRUE
14:49,14:49 - 14:52,,,,14:49,14:49 - 14:52,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:52,14:52 - 14:52,"Yes, sir.",en,SPEAKER_02,14:52,14:52 - 14:52,"speaker 2: yes
speaker 3: yes前面的圈",en + zh,Speaker 5 Multiple Speakers,No difference,00:00:00,6,TRUE,TRUE,TRUE
14:52,14:52 - 14:55,,,,14:52,14:52 - 14:55,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:55,14:55 - 14:56,졸려,ko,SPEAKER_04,14:55,14:55 - 14:56,"yes, submit",en,Speaker 2 Child,No difference,00:00:00,2,TRUE,TRUE,TRUE
14:56,14:56 - 14:58,,,,14:56,14:56 - 14:58,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
14:58,14:58 - 14:58,- okay.,en,SPEAKER_08,14:58,14:58 - 14:58,- okay.,en,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
14:58,14:58 - 14:59,你要休息两分钟吗,zh,SPEAKER_02,14:58,14:58 - 14:59,你要休息两分钟吗,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
14:59,14:59 - 15:01,还是可以接着做游泳测试,zh,SPEAKER_02,14:59,14:59 - 15:01,还是可以接着做英文测试,zh,Speaker 3 Parent,No difference,00:00:00,0,TRUE,FALSE,TRUE
15:01,15:01 - 15:02,,,,15:01,15:01 - 15:02,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
15:02,15:02 - 15:02,我想信息啊,zh,SPEAKER_08,15:02,15:02 - 15:02,我想休息下,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
15:02,15:02 - 15:04,我們先喝口水吧,zh,SPEAKER_02,15:02,15:02 - 15:04,我們先喝口水吧,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:04,15:04 - 15:04,先喝口水謝謝,zh,SPEAKER_02,15:04,15:04 - 15:04,先喝口水休息下先,zh,Speaker 3 Parent,No difference,00:00:00,2,TRUE,FALSE,TRUE
15:04,15:04 - 15:05,實際上事情,zh,SPEAKER_08,15:04,15:04 - 15:05,想上厕所,zh,Speaker 2 Child,No difference,00:00:00,1,TRUE,FALSE,TRUE
15:05,15:05 - 15:12,,,,15:05,15:05 - 15:12,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
15:12,15:12 - 15:14,这个结果大概什么时候能,zh,SPEAKER_03,15:12,15:12 - 15:14,这个结果大概什么时候能,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:14,15:14 - 15:15,出來呢,zh,SPEAKER_03,15:14,15:14 - 15:15,出來呢,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:15,15:15 - 15:17,,,,15:15,15:15 - 15:17,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
15:17,15:17 - 15:27,"我们给这个结果是大概可能在快要完成所有实验的时候,因为我们想把所有的结果一起发给你。",zh,SPEAKER_05,15:17,15:17 - 15:27,"我们给这个结果是大概可能在快要完成所有实验的时候,因为我们想把所有的结果一起发给你。",zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:27,15:27 - 15:31,所以就是之後還有非語言之商測試,zh,SPEAKER_05,15:27,15:27 - 15:31,所以就是之後還有非語言智商測試,zh,Speaker 4 Experimenter,No difference,00:00:00,0,TRUE,FALSE,TRUE
15:31,15:31 - 15:32,還有一些重複句子的結果,zh,SPEAKER_05,15:31,15:31 - 15:32,還有一些重複句子的結果,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:32,15:32 - 15:34,都會到時候一起發給您,zh,SPEAKER_05,15:32,15:32 - 15:34,都會到時候一起發給您,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:34,15:34 - 15:37,,,,15:34,15:34 - 15:37,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
15:37,15:37 - 15:38,說不上這幾個月,zh,SPEAKER_03,15:37,15:37 - 15:38,說不上這幾個月,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:38,15:38 - 15:39,,,,15:38,15:38 - 15:39,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
15:39,15:39 - 15:44,"不用不用,就是我们可能跟小朋友总共玩个五次到六次就可以",zh,SPEAKER_05,15:39,15:39 - 15:44,"不用不用,就是我们可能跟小朋友总共玩个五次到六次就可以",zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:44,15:44 - 15:48,可能大概在第三四次的时候就可以发给你,zh,SPEAKER_05,15:44,15:44 - 15:48,可能大概在第三四次的时候就可以发给您,zh,Speaker 4 Experimenter,No difference,00:00:00,0,TRUE,FALSE,TRUE
15:48,15:48 - 15:49,因為我們,zh,SPEAKER_05,15:48,15:48 - 15:49,因為我們,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:49,15:49 - 15:52,主要是发给您一些英文的报告,zh,SPEAKER_05,15:49,15:49 - 15:52,主要是发给您一些英文的报告,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:52,15:52 - 15:55,然后我们是想要跟他玩了那些英文游戏之后,zh,SPEAKER_05,15:52,15:52 - 15:55,然后我们是想要跟他玩了那些英文游戏之后,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:55,15:55 - 15:56,才有那个数据发给您,zh,SPEAKER_05,15:55,15:55 - 15:56,才有那个数据发给您,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:56,15:56 - 15:58,,,,15:56,15:56 - 15:58,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
15:58,15:58 - 15:59,这题目都是你们自己做的吗,zh,SPEAKER_03,15:58,15:58 - 15:59,这题目都是你们自己做的吗,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
15:59,15:59 - 16:00,,,,15:59,15:59 - 16:00,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
16:00,16:00 - 16:02,這些題目都是我們自己做的,zh,SPEAKER_05,16:00,16:00 - 16:02,這些題目都是我們自己做的,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
16:02,16:02 - 16:05,待會之後給您報告的題目就是,zh,SPEAKER_05,16:02,16:02 - 16:05,但是之後給您報告的題目就是,zh,Speaker 4 Experimenter,No difference,00:00:00,0,TRUE,FALSE,TRUE
16:05,16:05 - 16:08,是已經在美國出版了的一些測試的題目,zh,SPEAKER_05,16:05,16:05 - 16:08,是已經在美國出版了的一些測試的題目,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
16:08,16:08 - 16:09,,,,16:08,16:08 - 16:09,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
16:09,16:09 - 16:16,那些就是因为他们的norm都就是可能参加小孩参加他们那个题目的小孩都有一千多个,zh,SPEAKER_05,16:09,16:09 - 16:16,那些就是因为他们的norm都就是可能参加小孩参加他们那个题目的小孩都有一千多个,en + zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,TRUE,TRUE
16:16,16:16 - 16:18,所以就可以这样去进行对比,zh,SPEAKER_05,16:16,16:16 - 16:18,所以就可以这样去进行对比,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
16:18,16:18 - 16:25,,,,16:18,16:18 - 16:25,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
16:25,16:25 - 16:29,你今天设计这些题目是,zh,SPEAKER_03,16:25,16:25 - 16:29,你今天设计这些题目是,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
16:29,16:29 - 16:30,,,,16:29,16:29 - 16:30,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
16:30,16:30 - 16:31,Uh...,en,SPEAKER_03,16:30,16:30 - 16:31,呃,zh,Speaker 3 Parent,No difference,00:00:00,2,TRUE,TRUE,TRUE
16:31,16:31 - 16:35,是你们根据比如说你刚提到那个他们那套测试题吗,zh,SPEAKER_03,16:31,16:31 - 16:35,是你们根据比如说你刚提到那个他们那套测试题吗,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
16:35,16:35 - 16:36,,,,16:35,16:35 - 16:36,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
16:36,16:36 - 16:43,我们向中文的题目其实都是我们根据我们自己研究的结果进行设计的。,zh,SPEAKER_05,16:36,16:36 - 16:43,我们 像中文的题目其实都是我们根据我们自己研究的结果进行设计的。,zh,Speaker 4 Experimenter,No difference,00:00:00,0,TRUE,FALSE,TRUE
16:43,16:43 - 16:49,"就是我们之前有做一些研究,然后就是有看一下中文的小朋友大概哪些。",zh,SPEAKER_05,16:43,16:43 - 16:49,"就是我们之前有做一些研究,然后就是有看一下中文的小朋友大概哪些。",zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
16:49,16:49 - 17:01,哪一类的句子结构或者哪一类的语言的一些表达对他们来说是比较sensitive的,zh,SPEAKER_05,16:49,16:49 - 17:01,哪些 就是哪一类的句子结构或者哪一类的语言的一些表达对他们来说是比较sensitive的,en + zh,Speaker 4 Experimenter,No difference,00:00:00,4,TRUE,TRUE,TRUE
17:01,17:01 - 17:04,就是可能会根据年龄段都有提升,zh,SPEAKER_05,17:01,17:01 - 17:04,就是可能会根据年龄 年龄段都有提升,zh,Speaker 4 Experimenter,No difference,00:00:00,2,TRUE,FALSE,TRUE
17:04,17:04 - 17:05,,,,17:04,17:04 - 17:05,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:05,17:05 - 17:08,並且可能對他們來說哪些是比較難的,zh,SPEAKER_05,17:05,17:05 - 17:08,然后並且可能對他們來說哪些是比較難的,zh,Speaker 4 Experimenter,No difference,00:00:00,2,TRUE,FALSE,TRUE
17:08,17:08 - 17:10,哪些是比較簡單的,zh,SPEAKER_05,17:08,17:08 - 17:10,哪些是比較簡單的,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
17:10,17:10 - 17:14,我們是根據這些信息去進行設計這些題目的,zh,SPEAKER_05,17:10,17:10 - 17:14,我們是根據這些信息去進行設計這些題目的,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
17:14,17:14 - 17:16,,,,17:14,17:14 - 17:16,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:16,17:16 - 17:17,Vielen dank.,de,SPEAKER_04,17:16,17:16 - 17:17,,,,No difference,00:00:00,2,TRUE,FALSE,FALSE
17:17,17:17 - 17:17,Danke.,de,SPEAKER_04,17:17,17:17 - 17:17,谢谢,zh,Speaker 3 Parent,No difference,00:00:00,3,TRUE,TRUE,TRUE
17:17,17:17 - 17:18,,,,17:17,17:17 - 17:18,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:18,17:18 - 17:21,我想问一下您是怎么知道我们这个实验的呢,zh,SPEAKER_05,17:18,17:18 - 17:21,我想问一下您是怎么知道我们这个实验的呢,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
17:21,17:21 - 17:25,,,,17:21,17:21 - 17:24,,,,Absolute time difference:,00:00:01,Text difference word count:,FALSE,FALSE,FALSE
17:25,17:25 - 17:29,"我妻子他们有个妈妈圈,有人发在他们那个圈里面",zh,SPEAKER_03,17:24,17:24 - 17:29,"我们是 我妻子他们有个妈妈群,有人发在他们那个群 微信群里面",zh,Speaker 3 Parent,00:01,00:00:01,6,TRUE,FALSE,TRUE
17:29,17:29 - 17:30,,,,17:29,17:29 - 17:30,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:30,17:30 - 17:32,哦 是这样的,zh,SPEAKER_05,17:30,17:30 - 17:32,哦 是这样的,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
17:32,17:32 - 17:34,那您知不知道是通过谁呢,zh,SPEAKER_05,17:32,17:32 - 17:34,那您知不知道是通过谁呢,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
17:34,17:34 - 17:36,,,,17:34,17:34 - 17:36,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:36,17:36 - 17:37,Cool.,en,SPEAKER_03,17:36,17:36 - 17:37,呃,zh,Speaker 3 Parent,No difference,00:00:00,2,TRUE,TRUE,TRUE
17:37,17:37 - 17:37,-kolu,en,SPEAKER_03,17:37,17:37 - 17:37,高露,zh,Speaker 3 Parent,No difference,00:00:00,3,TRUE,TRUE,TRUE
17:37,17:37 - 17:40,,,,17:37,17:37 - 17:40,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:40,17:40 - 17:44,"好,我们是因为想感谢一下这些,帮助我们来",zh,SPEAKER_05,17:40,17:40 - 17:44,"好,我们是因为想感谢一下这些,帮助我们来",zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
17:44,17:44 - 17:47,To advertise things.,en,SPEAKER_05,17:44,17:44 - 17:47,就是advertise的人.,en + zh,Speaker 4 Experimenter,No difference,00:00:00,6,TRUE,TRUE,TRUE
17:47,17:47 - 17:48,,,,17:47,17:47 - 17:48,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:48,17:48 - 17:50,他们家女孩也是从美国过来,zh,SPEAKER_03,17:48,17:48 - 17:50,他们 他们家原来也是从美国过来,zh,Speaker 3 Parent,No difference,00:00:00,2,TRUE,FALSE,TRUE
17:50,17:50 - 17:51,,,,17:50,17:50 - 17:51,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:51,17:51 - 17:52,這樣有成交嗎,zh,SPEAKER_08,17:51,17:51 - 17:52,家里有香蕉吗,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
17:52,17:52 - 17:53,,,,17:52,17:52 - 17:53,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:53,17:53 - 17:53,叫你沒送出,zh,SPEAKER_03,17:53,17:53 - 17:53,家里没香蕉了,zh,Speaker 3 Parent,No difference,00:00:00,1,TRUE,FALSE,TRUE
17:53,17:53 - 17:55,,,,17:53,17:53 - 17:54,,,,Absolute time difference:,00:00:01,Text difference word count:,FALSE,FALSE,FALSE
17:55,17:55 - 17:56,賣掉,zh,SPEAKER_03,17:54,17:54 - 17:56,我们让妈妈在网上买点好不好,zh,Speaker 3 Parent,00:01,00:00:01,11,TRUE,FALSE,TRUE
17:56,17:56 - 17:58,,,,17:56,17:56 - 17:58,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
17:58,17:58 - 17:59,你准备好了吗,zh,SPEAKER_03,17:58,17:58 - 17:59,你准备好了吗,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
17:59,17:59 - 18:01,,,,17:59,17:59 - 18:01,嗯,zh,Speaker 2 Child,No difference,00:00:00,1,TRUE,TRUE,TRUE
18:01,18:01 - 18:02,现在是英文测试,zh,SPEAKER_03,18:01,18:01 - 18:02,现在是英文测试哈,zh,Speaker 3 Parent,No difference,00:00:00,1,TRUE,FALSE,TRUE
18:02,18:02 - 18:03,,,,18:02,18:02 - 18:03,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
18:03,18:03 - 18:05,跟刚才的类似 加油,zh,SPEAKER_03,18:03,18:03 - 18:05,跟刚才的类似 加油,zh,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
18:05,18:05 - 18:16,,,,18:05,18:05 - 18:16,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
